date,AAPL
2020-01-01,10
2020-01-02,49
2020-01-03,49
2020-01-04,13
2020-01-05,8
2020-01-06,35
2020-01-07,37
2020-01-08,43
2020-01-09,51
2020-01-10,45
2020-01-11,14
2020-01-12,8
2020-01-13,40
2020-01-14,44
2020-01-15,42
2020-01-16,44
2020-01-17,42
2020-01-18,12
2020-01-19,6
2020-01-20,16
2020-01-21,35
2020-01-22,38
2020-01-23,38
2020-01-24,41
2020-01-25,12
2020-01-26,9
2020-01-27,44
2020-01-28,100
2020-01-29,98
2020-01-30,51
2020-01-31,49
2020-02-01,16
2020-02-02,9
2020-02-03,51
2020-02-04,46
2020-02-05,47
2020-02-06,42
2020-02-07,38
2020-02-08,10
2020-02-09,8
2020-02-10,37
2020-02-11,40
2020-02-12,42
2020-02-13,40
2020-02-14,36
2020-02-15,9
2020-02-16,7
2020-02-17,22
2020-02-18,71
2020-02-19,46
2020-02-20,38
2020-02-21,38
2020-02-22,13
2020-02-23,7
2020-02-24,66
2020-02-25,69
2020-02-26,57
2020-02-27,69
2020-02-28,96
2020-02-29,22
2020-03-01,13
2020-03-02,84
2020-03-03,85
2020-03-04,66
2020-03-05,59
2020-03-06,61
2020-03-07,15
2020-03-08,11
2020-03-09,90
2020-03-10,77
2020-03-11,69
2020-03-12,94
2020-03-13,94
2020-03-14,26
2020-03-15,19
2020-03-16,91
2020-03-17,81
2020-03-18,81
2020-03-19,67
2020-03-20,64
2020-03-21,21
2020-03-22,14
2020-03-23,75
2020-03-24,70
2020-03-25,75
2020-03-26,60
2020-03-27,51
2020-03-28,14
2020-03-29,10
2020-03-30,46
2020-03-31,43
2020-04-01,44
