date,AAPL
2013-07-01,33
2013-07-02,37
2013-07-03,32
2013-07-04,11
2013-07-05,26
2013-07-06,11
2013-07-07,7
2013-07-08,28
2013-07-09,31
2013-07-10,32
2013-07-11,35
2013-07-12,31
2013-07-13,10
2013-07-14,7
2013-07-15,28
2013-07-16,30
2013-07-17,31
2013-07-18,35
2013-07-19,34
2013-07-20,10
2013-07-21,7
2013-07-22,32
2013-07-23,67
2013-07-24,79
2013-07-25,48
2013-07-26,37
2013-07-27,13
2013-07-28,7
2013-07-29,35
2013-07-30,40
2013-07-31,36
2013-08-01,36
2013-08-02,38
2013-08-03,14
2013-08-04,12
2013-08-05,42
2013-08-06,38
2013-08-07,36
2013-08-08,34
2013-08-09,33
2013-08-10,11
2013-08-11,8
2013-08-12,37
2013-08-13,61
2013-08-14,77
2013-08-15,62
2013-08-16,46
2013-08-17,13
2013-08-18,10
2013-08-19,48
2013-08-20,45
2013-08-21,40
2013-08-22,47
2013-08-23,39
2013-08-24,14
2013-08-25,10
2013-08-26,38
2013-08-27,38
2013-08-28,38
2013-08-29,32
2013-08-30,33
2013-08-31,11
2013-09-01,7
2013-09-02,11
2013-09-03,37
2013-09-04,37
2013-09-05,36
2013-09-06,36
2013-09-07,12
2013-09-08,9
2013-09-09,45
2013-09-10,100
2013-09-11,100
2013-09-12,68
2013-09-13,50
2013-09-14,16
2013-09-15,10
2013-09-16,48
2013-09-17,48
2013-09-18,47
2013-09-19,45
2013-09-20,54
2013-09-21,17
2013-09-22,13
2013-09-23,74
2013-09-24,57
2013-09-25,46
2013-09-26,39
2013-09-27,36
2013-09-28,12
2013-09-29,7
2013-09-30,36
2013-10-01,40
