date,GOOG
2020-01-01,43
2020-01-02,60
2020-01-03,57
2020-01-04,44
2020-01-05,44
2020-01-06,65
2020-01-07,68
2020-01-08,73
2020-01-09,74
2020-01-10,67
2020-01-11,50
2020-01-12,44
2020-01-13,73
2020-01-14,69
2020-01-15,67
2020-01-16,69
2020-01-17,74
2020-01-18,47
2020-01-19,48
2020-01-20,65
2020-01-21,66
2020-01-22,78
2020-01-23,72
2020-01-24,64
2020-01-25,46
2020-01-26,38
2020-01-27,73
2020-01-28,70
2020-01-29,70
2020-01-30,74
2020-01-31,75
2020-02-01,49
2020-02-02,49
2020-02-03,100
2020-02-04,100
2020-02-05,82
2020-02-06,80
2020-02-07,70
2020-02-08,48
2020-02-09,48
2020-02-10,80
2020-02-11,81
2020-02-12,68
2020-02-13,76
2020-02-14,70
2020-02-15,45
2020-02-16,47
2020-02-17,61
2020-02-18,65
2020-02-19,76
2020-02-20,67
2020-02-21,67
2020-02-22,49
2020-02-23,46
2020-02-24,69
2020-02-25,77
2020-02-26,79
2020-02-27,80
2020-02-28,88
2020-02-29,52
2020-03-01,48
2020-03-02,83
2020-03-03,86
2020-03-04,75
2020-03-05,80
2020-03-06,70
2020-03-07,51
2020-03-08,50
2020-03-09,99
2020-03-10,85
2020-03-11,80
2020-03-12,90
2020-03-13,89
2020-03-14,51
2020-03-15,47
2020-03-16,90
2020-03-17,87
2020-03-18,91
2020-03-19,85
2020-03-20,82
2020-03-21,57
2020-03-22,52
2020-03-23,80
2020-03-24,87
2020-03-25,85
2020-03-26,83
2020-03-27,80
2020-03-28,53
2020-03-29,51
2020-03-30,79
2020-03-31,73
2020-04-01,74
